source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources
O70437,P30969,Smad4,Gnrhr,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:15561800;SPIKE_LC:15561800,2,1,1
P50569,P30969,Nr5a1,Gnrhr,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:15561800;SPIKE_LC:15561800,2,1,1
Q9ESH6,F7EXX5,Glrx,Irf3,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:18309294;SPIKE_LC:18309294,2,1,1
Q9ESH6,Q5XIB0,Glrx,Irf3,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:18309294;SPIKE_LC:18309294,2,1,1
Q9QVC8,P63329,Fkbp4,Ppp3ca,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20489733;SPIKE_LC:20489733,2,1,1
F7EUU4,P09416,Cops5,Myc,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:18926707;SPIKE_LC:18926707,2,1,1
F7EUU4,O35800,Cops5,Hif1a,1,1,0,1,1,0,HPRD;SPIKE;SPIKE_LC;Wang,HPRD:11707426;SPIKE:18926707;SPIKE_LC:18926707,3,2,3
F7EUU4,P17325,Cops5,Jun,1,1,0,1,1,0,HPRD;Lit-BM-17;SPIKE;SPIKE_LC;Wang,HPRD:8837781;Lit-BM-17:10766246;Lit-BM-17:20093369;Lit-BM-17:25609649;Lit-BM-17:8837781;SPIKE:18926707;SPIKE_LC:16713569;SPIKE_LC:18926707,8,6,4
F7EUU4,O08769,Cops5,Cdkn1b,1,0,1,1,0,1,BioGRID;HPRD;IntAct;SPIKE;SPIKE_LC;Wang,BioGRID:18202760;BioGRID:22350412;BioGRID:24671224;HPRD:15688030;IntAct:12082530;SPIKE:18926707;SPIKE_LC:17145710;SPIKE_LC:18926707,8,7,5
Q9EPJ1,P30120,Twist1,Timp1,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:19513566;SPIKE_LC:19513566,2,1,1
Q9EPJ1,Q9R0T4,Twist1,Cdh1,1,0,1,1,0,1,ACSN;SPIKE;SPIKE_LC;Wang,ACSN:11309385;ACSN:12508111;ACSN:14673164;ACSN:15169839;ACSN:15640618;ACSN:17615296;ACSN:19597490;ACSN:20519943;ACSN:20818389;ACSN:21685935;ACSN:22796940;SPIKE:18062917;SPIKE_LC:18062917,13,12,3
Q9EPJ1,P47197,Twist1,Akt2,1,1,0,1,1,0,ACSN;SPIKE;SPIKE_LC,ACSN:15640618;ACSN:17332325;SPIKE:17332325;SPIKE_LC:17332325,4,2,2
M0R5Z2,P18266,Frat2,Gsk3b,1,0,1,1,0,1,HPRD;InnateDB;NetPath;SIGNOR;SPIKE;SPIKE_LC;Wang,HPRD:11738041;InnateDB:15522877;NetPath:15073180;SIGNOR:11738041;SPIKE:11237732;SPIKE:11738041;SPIKE_LC:11237732;SPIKE_LC:11738041,10,4,6
D4ACL8,F1LTH9,Atm,Wrn,1,0,0,0,0,0,BEL-Large-Corpus_ProtMapper;HPRD;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD:10608806;HPRD:10839545;HPRD:11252893;InnateDB:10608806;KEA:10608806;KEA:10839545;KEA:11252893;KEA:17570479;PhosphoSite:26695548;ProtMapper:10608806;ProtMapper:15212693;SIGNOR:10608806;SPIKE:12629512;SPIKE:17525332;SPIKE_LC:12629512;SPIKE_LC:17525332;iPTMnet:10608806;iPTMnet:10839545;iPTMnet:11252893;phosphoELM:10608806;phosphoELM:10839545;phosphoELM:11252893,22,8,11
P18292,O08619,F2,F13a1,1,1,0,1,1,0,HPRD;SPIKE;SPIKE_LC;Wang,HPRD:9546612;SPIKE:9546612;SPIKE_LC:9546612,3,1,3
P19139,Q9R0T4,Csnk2a1,Cdh1,1,1,0,1,1,0,ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,ACSN:10671551;ACSN:10671552;ACSN:10747897;ACSN:10837139;ACSN:11348595;ACSN:11689703;ACSN:11972058;ACSN:16707567;ACSN:17374729;ACSN:17928543;ACSN:20558317;ACSN:20976471;ACSN:21285348;ACSN:21506126;HPRD-phos:10671552;HPRD:10671552;KEA:10671552;ProtMapper:10671552;SIGNOR:10671552;SPIKE:10671552;SPIKE_LC:10671552;iPTMnet:10671552,22,14,11
P19139,Q9WU82,Csnk2a1,Ctnnb1,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:12432063;HPRD:12432063;HPRD:12700239;KEA:12432063;KEA:12700239;ProtMapper:12432063;ProtMapper:12700239;SIGNOR:12432063;SIGNOR:12700239;SPIKE:12432063;SPIKE:12700239;SPIKE_LC:12432063;SPIKE_LC:12700239;iPTMnet:12432063;iPTMnet:12700239,15,2,10
D4ACL8,B1WC58,Atm,Rbbp8,1,1,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:10910365;HPRD-phos:11689934;HPRD:10910365;HPRD:11689934;InnateDB:10608806;KEA:10910365;KEA:11689934;KEA:17570479;PhosphoSite:10910365;PhosphoSite:24837676;ProtMapper:10910365;ProtMapper:16249056;ProtMapper:22743550;ProtMapper:23468639;ProtMapper:23675572;SIGNOR:10910365;SPIKE:10910365;SPIKE:16249056;SPIKE:17525332;SPIKE_LC:10910365;SPIKE_LC:16249056;SPIKE_LC:17525332;dbPTM:10910365;iPTMnet:10910365;iPTMnet:11689934;phosphoELM:10910365,26,10,14
P54275,D3Z822,Msh2,Atr,1,1,0,1,1,0,ACSN;HPRD;SPIKE;SPIKE_LC,ACSN:12947387;ACSN:15703371;ACSN:16612326;ACSN:16697054;ACSN:16713580;ACSN:18157157;ACSN:18406444;ACSN:18543256;ACSN:19473888;ACSN:19595721;ACSN:19596235;ACSN:19596236;ACSN:19847258;ACSN:20478261;HPRD:14657349;SPIKE:14657349;SPIKE:21285353;SPIKE_LC:14657349;SPIKE_LC:21285353,23,16,3
D4ACL8,B5DF45,Atm,Traf6,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20932475;SPIKE:21872579;SPIKE_LC:20932475;SPIKE_LC:21872579,4,2,1
P27008,E9PU01,Parp1,Chd4,1,1,0,1,1,0,BioGRID;SPIKE;SPIKE_LC,BioGRID:26565020;SPIKE:20693977;SPIKE_LC:20693977,3,2,2
Q3T1H5,P41516,Tdp2,Top2a,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:21030584;SPIKE_LC:21030584,2,1,1
G3V749,Q9WUL0,Parp2,Top1,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20875401;SPIKE_LC:20875401,2,1,1
P27008,Q9WUL0,Parp1,Top1,1,0,1,1,0,1,Lit-BM-17;SPIKE;SPIKE_LC,Lit-BM-17:15247263;Lit-BM-17:15848144;SPIKE:14699148;SPIKE:15911331;SPIKE:17145710;SPIKE:20875401;SPIKE_LC:14699148;SPIKE_LC:15911331;SPIKE_LC:17145710;SPIKE_LC:20875401,10,6,2
Q99MK2,P15207,Kat5,Ar,1,1,0,1,1,0,Cui2007;DIP;HPRD;HPRD-phos;Lit-BM-17;SPIKE;SPIKE_LC;Wang,DIP:10364196;HPRD-phos:11994312;HPRD:10364196;HPRD:11994312;Lit-BM-17:10364196;Lit-BM-17:11591700;SPIKE:19150978;SPIKE_LC:10364196;SPIKE_LC:16713569;SPIKE_LC:19150978,10,5,7
Q99MK2,P09416,Kat5,Myc,1,1,0,1,1,0,BioGRID;HPRD;SPIKE;SPIKE_LC,BioGRID:34650217;HPRD:12776177;HPRD:15572685;SPIKE:19150978;SPIKE_LC:19150978,5,4,3
P53042,D4ACL8,Ppp5c,Atm,1,1,1,1,1,0,ACSN;SPIKE;SPIKE_LC;Wang,ACSN:12556884;ACSN:14871926;ACSN:15459660;ACSN:16260606;ACSN:16332722;ACSN:16858402;ACSN:17303408;ACSN:19151707;SPIKE:14871926;SPIKE:17376776;SPIKE:18772547;SPIKE_LC:14871926;SPIKE_LC:17376776;SPIKE_LC:18772547,16,10,3
P49218,P82471,Mtnr1a,Gnaq,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:10598579;SPIKE_LC:10598579,2,1,1
P49218,P08753,Mtnr1a,Gnai3,1,1,0,1,1,0,HPRD;SIGNOR;SPIKE;SPIKE_LC,HPRD:10598579;HPRD:17215244;SIGNOR:31160049;SPIKE:10598579;SPIKE_LC:10598579;SPIKE_LC:17145710,6,4,3
P04897,P49218,Gnai2,Mtnr1a,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE_LC;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:10598579;Baccin2019:17215244;CellTalkDB:10598579;Cellinker:10598579;Cellinker:17215244;HPRD:10598579;HPRD:17215244;LRdb:10598579;LRdb:17;SPIKE_LC:17145710;connectomeDB2020:10598579;connectomeDB2020:17215244,12,4,9
P49218,P04897,Mtnr1a,Gnai2,1,1,0,0,0,0,Baccin2019;HPRD;Ramilowski2015_Baccin2019;SPIKE;SPIKE_LC,HPRD:10598579;HPRD:17215244;SPIKE:10598579;SPIKE_LC:10598579;SPIKE_LC:17145710,5,3,3
B1WCA0,D3ZXP3,Ppm1d,H2ax,1,0,1,1,0,1,ACSN;BioGRID;DEPOD;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC,ACSN:20101220;ACSN:20118229;BioGRID:20101220;DEPOD:20118229;ProtMapper:20118229;SIGNOR:20118229;SPIKE:20101220;SPIKE:20460517;SPIKE_LC:20101220;SPIKE_LC:20460517,10,3,6
E9PT20,Q673L6,Abl1,Tert,1,0,1,1,0,1,HPRD;InnateDB;PhosphoPoint;SPIKE;SPIKE_LC,HPRD:10837221;InnateDB:10837221;SPIKE:10837221;SPIKE:20841568;SPIKE_LC:10837221;SPIKE_LC:20841568,6,2,4
Q4KLI0,P09416,Smarcb1,Myc,1,1,0,1,1,0,HPRD;Lit-BM-17;SPIKE;SPIKE_LC,HPRD:10319872;Lit-BM-17:10319872;Lit-BM-17:14559996;SPIKE:10319872;SPIKE:14964309;SPIKE:19234532;SPIKE_LC:10319872;SPIKE_LC:14964309;SPIKE_LC:19234532,9,4,3
A0A8J8YH81,P09416,Smarcb1,Myc,1,1,0,1,1,0,HPRD;Lit-BM-17;SPIKE;SPIKE_LC,HPRD:10319872;Lit-BM-17:10319872;Lit-BM-17:14559996;SPIKE:10319872;SPIKE:14964309;SPIKE:19234532;SPIKE_LC:10319872;SPIKE_LC:14964309;SPIKE_LC:19234532,9,4,3
P33568,O35800,Rb1,Hif1a,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:15674338;SPIKE_LC:15674338,4,1,1
Q6P6W3,O08629,Hdac3,Trim28,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:18037959;SPIKE_LC:18037959,2,1,1
O08629,P52631,Trim28,Stat3,1,0,1,1,0,1,InnateDB;SPIKE;SPIKE_LC,InnateDB:18037959;SPIKE:18037959;SPIKE:18381204;SPIKE_LC:18037959;SPIKE_LC:18381204,7,2,2
P33568,O09139,Rb1,E2f1,1,0,1,1,0,1,BioGRID;Cui2007;DIP;ELM;HPRD;InnateDB;IntAct;Lit-BM-17;SIGNOR;SPIKE;SPIKE_LC;Wang,BioGRID:10393912;BioGRID:12963846;BioGRID:15670817;BioGRID:16249186;BioGRID:16496386;BioGRID:18216119;BioGRID:22768064;BioGRID:8346196;BioGRID:9553123;DIP:12598654;DIP:23472054;DIP:7739537;DIP:8255752;DIP:8657117;DIP:8816798;ELM:8346196;ELM:8413249;HPRD:11583618;HPRD:1388726;HPRD:16374512;HPRD:9125176;InnateDB:10523633;InnateDB:15485920;InnateDB:20839231;IntAct:11713253;IntAct:12502741;IntAct:16249186;IntAct:16374512;IntAct:17380128;IntAct:19249677;IntAct:20871633;IntAct:23472054;IntAct:29521627;Lit-BM-17:10207050;Lit-BM-17:10393912;Lit-BM-17:10499802;Lit-BM-17:10869426;Lit-BM-17:11090181;Lit-BM-17:11713253;Lit-BM-17:11839806;Lit-BM-17:12096339;Lit-BM-17:12397079;Lit-BM-17:12598654;Lit-BM-17:12947005;Lit-BM-17:12963846;Lit-BM-17:15485814;Lit-BM-17:15485920;Lit-BM-17:15670817;Lit-BM-17:15837424;Lit-BM-17:16249186;Lit-BM-17:16360038;Lit-BM-17:16374512;Lit-BM-17:16766265;Lit-BM-17:17380128;Lit-BM-17:18216119;Lit-BM-17:18391203;Lit-BM-17:19058874;Lit-BM-17:19249677;Lit-BM-17:19477924;Lit-BM-17:20871633;Lit-BM-17:22078878;Lit-BM-17:22768064;Lit-BM-17:23001041;Lit-BM-17:25257171;Lit-BM-17:28074012;Lit-BM-17:7739537;Lit-BM-17:7828850;Lit-BM-17:7958924;Lit-BM-17:8230483;Lit-BM-17:8255752;Lit-BM-17:8346196;Lit-BM-17:8626527;Lit-BM-17:8657117;Lit-BM-17:8816798;Lit-BM-17:8896460;Lit-BM-17:9315635;Lit-BM-17:9400991;Lit-BM-17:9422723;Lit-BM-17:9468140;Lit-BM-17:9501179;Lit-BM-17:9553123;Lit-BM-17:9632788;SIGNOR:8255752;SPIKE:11420730;SPIKE:17488475;SPIKE_LC:11420730;SPIKE_LC:11713253;SPIKE_LC:16249186;SPIKE_LC:17145710;SPIKE_LC:17488475,90,62,11
O09139,P97613,E2f1,Pttg1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19837943;SPIKE_LC:19837943,2,1,1
P97613,P10361,Pttg1,Tp53,1,1,1,1,0,1,HPRD;SPIKE;SPIKE_LC;Wang,HPRD:12355087;SPIKE:12355087;SPIKE:16713569;SPIKE_LC:12355087;SPIKE_LC:16713569,7,2,3
Q4V8A0,Q5EB98,Nsmce2,Terf1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19308705;SPIKE_LC:19308705,2,1,1
Q4V8A0,Q5EAN7,Nsmce2,Terf2ip,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19308705;SPIKE_LC:19308705,2,1,1
Q4V8A0,D3ZJF7,Nsmce2,Terf2,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19308705;SPIKE_LC:19308705,2,1,1
D3Z822,D3Z924,Atr,Dclre1a,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:15456891;SPIKE_LC:15456891,2,1,1
Q4V8A0,Q5XIB8,Nsmce2,Tinf2,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19308705;SPIKE_LC:19308705,2,1,1
Q4V8C8,P09416,Cdc73,Myc,1,1,1,1,0,1,SPIKE;SPIKE_LC;Wang,SPIKE:18987311;SPIKE_LC:18987311,2,1,2
P18266,P10158,Gsk3b,Fosl1,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20154735;SPIKE_LC:20154735,2,1,1
P31042,P62994,Cd28,Grb2,1,1,0,1,1,0,BioGRID;ELM;HPRD;Li2012;SIGNOR;SPIKE;SPIKE_LC;Wang,BioGRID:8576157;BioGRID:9694876;ELM:24098653;ELM:27927989;HPRD:7737275;HPRD:8576157;HPRD:9694876;SIGNOR:24098653;SIGNOR:7737275;SPIKE:18829987;SPIKE:21487479;SPIKE:9694876;SPIKE_LC:18829987;SPIKE_LC:21487479;SPIKE_LC:9694876,17,7,7
D3ZVD8,Q66HD0,Hdac6,Hsp90b1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19158084;SPIKE_LC:19158084,2,1,1
P61980,Q02759,Hnrnpk,Alox15,1,0,1,1,0,1,SPIKE;SPIKE_LC,SPIKE:20884783;SPIKE_LC:20884783,2,1,1
D3ZVD8,Q66HL2,Hdac6,Cttn,1,1,0,1,1,0,IntAct;SPIKE;SPIKE_LC,IntAct:21220424;IntAct:21847094;SPIKE:17643370;SPIKE_LC:17643370,4,3,2
D3ZQE3,Q9QX78,Trim8,Socs1,1,0,1,1,0,1,HPRD;SPIKE;SPIKE_LC,HPRD:12163497;SPIKE:12163497;SPIKE_LC:12163497,3,1,2
B0BNF6,D4ADT5,Marchf5,Rig1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19484123;SPIKE_LC:19484123,2,1,1
F7FGS9,D4ADT5,Marchf5,Rig1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:19484123;SPIKE_LC:19484123,2,1,1
D3Z8X6,P62804,Dtx3l,Hist1h4m,1,1,1,1,1,0,SIGNOR;SPIKE;SPIKE_LC,SIGNOR:19818714;SPIKE:19818714;SPIKE_LC:19818714,3,1,2
D4A5E7,Q63746,Ikbke,Nfkbia,1,1,1,1,0,1,BEL-Large-Corpus_ProtMapper;HPRD;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,HPRD:10421793;InnateDB:10421793;InnateDB:16888014;KEA:10398585;KEA:10421793;KEA:10783893;KEA:12138192;KEA:12403772;KEA:16007147;KEA:7796813;KEA:8601309;KEA:8657102;KEA:9721103;ProtMapper:10882136;ProtMapper:11815618;ProtMapper:15939554;ProtMapper:16199137;ProtMapper:18794072;ProtMapper:25133483;SIGNOR:11815618;SIGNOR:20717897;SPIKE:10421793;SPIKE:21171089;SPIKE:21872579;SPIKE_LC:10421793;SPIKE_LC:21171089;SPIKE_LC:21872579;dbPTM:10329681;dbPTM:10882136;iPTMnet:10421793;iPTMnet:15879144,31,22,11
Q9JK66,Q6TMG5,Prkn,Ikbkg,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:20301198;SPIKE_LC:20301198,2,1,1
P0C8E4,Q6TMG5,Map3k7,Ikbkg,1,1,1,1,1,0,ACSN_SignaLink3;BioGRID;InnateDB;Macrophage;NetPath;ProtMapper;REACH_ProtMapper;Reactome_SignaLink3;SIGNOR;SPIKE;SPIKE_LC;SignaLink3;Sparser_ProtMapper;TCRcuration_SignaLink3;Wang,BioGRID:19531477;InnateDB:18180283;Macrophage:15836773;NetPath:20038579;ProtMapper:24911653;SIGNOR:20038579;SPIKE:16301747;SPIKE_LC:16301747;SPIKE_LC:17363973;SignaLink3:10391247;SignaLink3:10702308;SignaLink3:11280761;SignaLink3:11325957;SignaLink3:11460167;SignaLink3:11477091;SignaLink3:12620219;SignaLink3:14514672;SignaLink3:14633987;SignaLink3:14660645;SignaLink3:15082531;SignaLink3:15125833;SignaLink3:15327770;SignaLink3:16301747;SignaLink3:16356855;SignaLink3:16603398;SignaLink3:16799562;SignaLink3:17047224;SignaLink3:17301840;SignaLink3:17363905;SignaLink3:17496917;SignaLink3:18079694;SignaLink3:18223652;SignaLink3:18264787;SignaLink3:18641653;SignaLink3:19161412;SignaLink3:19909372;SignaLink3:20164171;SignaLink3:20300203;SignaLink3:21041997;SignaLink3:21133840;SignaLink3:21232017;SignaLink3:22941947;SignaLink3:23109003;SignaLink3:23681101;SignaLink3:24403530;SignaLink3:24699077;SignaLink3:24958845;SignaLink3:26192618;SignaLink3:29145629;SignaLink3:9744859,50,47,9
D4ACL8,P11530,Atm,Dmd,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:20068231;SPIKE_LC:20068231,2,1,1
D4ACL8,Q5XI28,Atm,Raver1,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:20068231;SPIKE_LC:20068231,2,1,1
O70437,P29456,Smad4,Il10,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:20154735;SPIKE_LC:20154735,2,1,2
D4ACL8,F1M858,Atm,Brd8,1,0,0,0,0,0,SPIKE;SPIKE_LC,SPIKE:20068231;SPIKE_LC:20068231,2,1,1
Q99NH5,P29456,Gata3,Il10,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:20154735;SPIKE_LC:20154735,2,1,2
G3V9W2,P52631,Jak1,Stat3,1,1,1,1,1,0,CancerCellMap;Cui2007;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;Reactome_SignaLink3;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP,CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:11294897;HPRD:11350938;HPRD:11722592;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8272872;HPRD:8626374;HPRD:9566874;InnateDB:15284024;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;NetPath:15284024;ProtMapper:17595657;ProtMapper:18691551;ProtMapper:19723038;ProtMapper:22905257;ProtMapper:24501689;ProtMapper:26260587;SIGNOR:19723038;SIGNOR:24710148;SIGNOR:26260587;SPIKE:21690253;SPIKE_LC:21690253;SignaLink3:10851062;SignaLink3:10918587;SignaLink3:11163236;SignaLink3:11294897;SignaLink3:11306517;SignaLink3:11350938;SignaLink3:11418623;SignaLink3:11564763;SignaLink3:11706020;SignaLink3:11722592;SignaLink3:11940572;SignaLink3:12040185;SignaLink3:12093291;SignaLink3:12244095;SignaLink3:12244150;SignaLink3:12351624;SignaLink3:12517932;SignaLink3:12576423;SignaLink3:12626508;SignaLink3:12626585;SignaLink3:12759422;SignaLink3:14551213;SignaLink3:14565860;SignaLink3:14764663;SignaLink3:15261459;SignaLink3:15805299;SignaLink3:17878297;SignaLink3:18389480;SignaLink3:18669613;SignaLink3:18941194;SignaLink3:19535621;SignaLink3:20169197;SignaLink3:20966397;SignaLink3:21098725;SignaLink3:21420464;SignaLink3:23124025;SignaLink3:23331499;SignaLink3:25297818;SignaLink3:27774606;SignaLink3:29145629;SignaLink3:7796300;SignaLink3:8085155;SignaLink3:8272872;SignaLink3:8626374;SignaLink3:8662591;SignaLink3:8662795;SignaLink3:8662928;SignaLink3:8756628;SignaLink3:9535918;SignaLink3:9566874;SignaLink3:9651359;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19723038;iPTMnet:19901323;iPTMnet:8626374,121,70,16
Q62673,G3V6G8,Plk1,Pkmyt1,1,0,1,1,0,1,ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:18931676;ACSN:19270156;ACSN:19622404;ACSN:19686080;HPRD-phos:12738781;HPRD-phos:18691976;HPRD:12738781;KEA:12738781;PhosphoSite:12738781;PhosphoSite:26597303;ProtMapper:12738781;ProtMapper:26899266;ProtMapper:27603133;SIGNOR:12738781;SPIKE:12738781;SPIKE_LC:12738781;dbPTM:12738781;iPTMnet:12738781;iPTMnet:18691976;phosphoELM:12738781,21,9,15
Q06332,P22934,Lta,Tnfrsf1a,1,1,0,1,1,0,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Cui2007;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;SPIKE_LC;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:8387891;BioGRID:8387891;CellTalkDB:8387891;Cellinker:8387891;DIP:2170974;DIP:8387891;HPRD:8387891;ICELLNET:7995952;InnateDB:8171323;LRdb:8387891;Lit-BM-17:1310388;Lit-BM-17:2170974;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8387891;SPIKE:12387745;SPIKE_LC:12387745;SPIKE_LC:16189514;connectomeDB2020:8387891,19,9,24
D3ZTD1,P52631,Map3k14,Stat3,1,1,0,1,1,0,ProtMapper;SPIKE;SPIKE_LC;Sparser_ProtMapper;Wang,ProtMapper:17543278;ProtMapper:20685151;SPIKE:17543278;SPIKE_LC:17543278,4,2,3
P52631,P24898,Stat3,Junb,1,1,0,1,1,0,SPIKE;SPIKE_LC;Wang,SPIKE:11533249;SPIKE_LC:11533249,2,1,2
P52631,Q9Z330,Stat3,Dnmt1,1,1,0,1,1,0,BioGRID;InnateDB;SPIKE;SPIKE_LC;Wang,BioGRID:25854163;InnateDB:15870198;SPIKE:16861352;SPIKE_LC:16861352,4,3,4
P52631,Q9JHY7,Stat3,Birc5,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:12393476;SPIKE_LC:12393476,2,1,1
P52631,P08154,Stat3,Egr1,1,1,0,1,1,0,SPIKE;SPIKE_LC,SPIKE:17129668;SPIKE_LC:17129668,2,1,1
