source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources
P53563,Q9JHK1,Bcl2l1,Casp9,1,0,1,1,0,1,HPRD;Lit-BM-17;SIGNOR;SPIKE_LC,HPRD:9539746;Lit-BM-17:25241761;Lit-BM-17:9539746;SIGNOR:9539746;SPIKE_LC:16189514,5,3,3
P39951,Q91ZN7,Cdk1,Chek1,1,1,0,1,1,0,HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:16629900;KEA:18691976;ProtMapper:18983824;ProtMapper:19837665;ProtMapper:20798862;ProtMapper:21765472;ProtMapper:21907702;ProtMapper:22686412;ProtMapper:24242917;ProtMapper:29092815;SIGNOR:21765472;iPTMnet:16629900;iPTMnet:19837665;iPTMnet:21765472;phosphoELM:16629900,15,10,6
P35465,P19627,Pak1,Gnaz,1,1,0,1,1,0,HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:10531372;KEA:7559455;KEA:8429024;KEA:9166747;ProtMapper:9166747;SIGNOR:9166747;iPTMnet:10531372;iPTMnet:9166747;phosphoELM:10531372,9,4,7
D3ZCI3,Q6RUV5,Arhgap30,Rac1,1,0,1,1,0,1,SIGNOR,SIGNOR:32203420,1,1,1
P18266,P29117,Gsk3b,Ppif,1,1,0,1,1,0,PhosphoSite;SIGNOR;iPTMnet,PhosphoSite:32814770;SIGNOR:32814770;iPTMnet:32814770,3,1,3
Q02293,P20171,Fntb,Hras,1,1,0,1,1,0,HPRD;SIGNOR,HPRD:15451670;HPRD:2217184;SIGNOR:24294527,3,3,2
D4ADR1,P59215,Lpar5,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q920E1,P63095,F2rl2,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q920E1,Q792G6,F2rl2,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q9WUD9,P25023,Src,Bdkrb2,1,1,0,1,1,0,HPRD_MIMP;KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:10085087;KEA:16226010;PhosphoSite:16226010;ProtMapper:16226010;SIGNOR:16226010;iPTMnet:16226010;phosphoELM:16226010,7,2,7
P47196,Q8R2H2,Akt1,Itgb3,1,1,1,1,0,1,Adhesome;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,Adhesome:10896934;HPRD-phos:10896934;HPRD-phos:18578522;HPRD:10896934;KEA:10896934;ProtMapper:10896934;SIGNOR:10896934;dbPTM:10896934;iPTMnet:10896934;iPTMnet:18578522,10,2,11
P50115,Q63495,S100a8,Ager,1,1,0,1,1,0,CellTalkDB;Cellinker;SIGNOR,CellTalkDB:28504650;Cellinker:28504650;SIGNOR:28137827,3,2,3
D3ZBH0,P17325,Creb5,Jun,1,1,0,1,1,0,HPRD;SIGNOR,HPRD:8440710;SIGNOR:8378084;SIGNOR:8440710,3,2,2
Q80YE2,P60517,Trp53inp1,Gabarap,1,1,0,1,1,0,HuRI;Lit-BM-17;SIGNOR,Lit-BM-17:22421968;SIGNOR:22421968,2,1,3
P70507,P25023,Grk4,Bdkrb2,1,0,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:11517230;HPRD:11517230;KEA:11517230;PhosphoSite:11517230;ProtMapper:11517230;SIGNOR:11517230;iPTMnet:11517230;phosphoELM:11517230,8,1,10
P50116,Q63495,S100a9,Ager,1,1,0,1,1,0,CellTalkDB;Cellinker;InnateDB;SIGNOR,CellTalkDB:28504650;Cellinker:28504650;InnateDB:23667563;SIGNOR:28137827,4,3,4
P62138,P63086,Ppp1ca,Mapk1,1,0,1,1,0,1,HPRD;SIGNOR,HPRD:12624094;SIGNOR:12840032,2,2,2
P49187,D3ZE20,Mapk10,Nfatc1,1,1,1,1,0,1,ACSN;Cui2007;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet,ACSN:10978313;ACSN:11274345;ACSN:16648474;ProtMapper:10652349;SIGNOR:10652349;iPTMnet:10652349,6,4,7
P49616,Q8R2H2,Plaur,Itgb3,1,1,0,1,1,0,SIGNOR;Wang,SIGNOR:27383564,1,1,2
P39951,P27158,Cdk1,Tk1,1,0,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:14697231;HPRD-phos:19413330;HPRD-phos:20068231;HPRD-phos:9575153;HPRD:14697231;HPRD:9575153;KEA:14697231;KEA:9575153;ProtMapper:12435275;ProtMapper:14697231;SIGNOR:12435275;SIGNOR:14697231;iPTMnet:12435275;iPTMnet:14697231;iPTMnet:19413330;iPTMnet:20068231;iPTMnet:9575153;phosphoELM:9575153,18,5,9
P41499,Q9WUD9,Ptpn11,Src,1,1,1,1,1,1,Adhesome;DEPOD;HPRD;KEA;KEGG-MEDICUS;Kinexus_KEA;Li2012;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:14687660;Adhesome:20308328;DEPOD:18482983;HPRD:14687660;KEA:10698938;ProtMapper:17974954;ProtMapper:18482983;ProtMapper:18757826;ProtMapper:24632723;SIGNOR:17974954;SIGNOR:18482983,11,7,9
D4AE59,P10361,Stk11,Tp53,1,1,0,1,1,0,BioGRID;HPRD;HPRD_MIMP;MIMP;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;Wang;iPTMnet;phosphoELM_MIMP,BioGRID:11430832;HPRD:11430832;ProtMapper:17108107;ProtMapper:20815019;SIGNOR:17108107;SPIKE_LC:16713569;iPTMnet:11430832;iPTMnet:17108107,8,4,8
P47196,Q5U318,Akt1,Pea15,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE_LC;iPTMnet;phosphoELM_MIMP,HPRD-phos:12808093;HPRD-phos:17287340;HPRD-phos:18212344;HPRD-phos:18452278;HPRD-phos:18578522;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:19664995;HPRD-phos:20068231;HPRD-phos:20166139;HPRD-phos:9721757;HPRD:12808093;InnateDB:12808093;KEA:12808093;KEA:9721757;PhosphoSite:12808093;PhosphoSite:17227770;PhosphoSite:17700518;PhosphoSite:21285289;PhosphoSite:25416196;PhosphoSite:30569123;PhosphoSite:32047549;ProtMapper:12808093;SIGNOR:12808093;SPIKE_LC:16189514;iPTMnet:12808093;iPTMnet:17287340;iPTMnet:18212344;iPTMnet:18452278;iPTMnet:18578522;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:19664995;iPTMnet:20068231;iPTMnet:20166139;iPTMnet:9721757,40,20,10
P63086,Q9QXU8,Mapk1,Dync1li1,1,0,0,0,0,0,SIGNOR;iPTMnet,SIGNOR:22028470;iPTMnet:19767751;iPTMnet:22028470,3,2,2
Q62689,P28570,Jak2,Slc6a8,1,0,1,1,0,1,SIGNOR,SIGNOR:22407360,1,1,1
Q62833,P25023,Grk5,Bdkrb2,1,0,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,HPRD-phos:11517230;HPRD:11517230;KEA:11517230;ProtMapper:11517230;SIGNOR:11517230;iPTMnet:11517230,6,1,8
P20651,P39052,Ppp3cb,Dnm2,1,0,0,0,0,0,DEPOD;ProtMapper;SIGNOR;SIGNOR_ProtMapper,DEPOD:20496096;ProtMapper:20496096;SIGNOR:20496096,3,1,3
P39951,O88339,Cdk1,Epn1,1,1,1,1,0,1,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD:10764745;KEA:10764745;KEA:17570479;PhosphoSite:10764745;SIGNOR:10764745;dbPTM:10764745;iPTMnet:10764745;phosphoELM:10764745,8,2,11
P56718,P19627,Hcrtr1,Gnaz,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P39951,P62909,Cdk1,Rps3,1,1,0,1,1,0,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,PhosphoSite:19059439;PhosphoSite:19081932;PhosphoSite:19458393;PhosphoSite:21871177;ProtMapper:21871177;SIGNOR:21871177;iPTMnet:21871177,7,4,5
P35465,Q6AY35,Pak1,Snai1,1,1,0,1,1,0,InnateDB;KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,InnateDB:15833848;KEA:15833848;PhosphoSite:15833848;PhosphoSite:28423359;ProtMapper:15833848;ProtMapper:19379710;ProtMapper:19923321;ProtMapper:22595609;ProtMapper:24168186;ProtMapper:24556840;ProtMapper:25084828;ProtMapper:25472536;ProtMapper:26004407;SIGNOR:15833848;iPTMnet:15833848;phosphoELM:15833848,16,10,8
P35465,A0A8J8YBT6,Pak1,Snai1,1,1,0,1,1,0,InnateDB;KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,InnateDB:15833848;KEA:15833848;PhosphoSite:15833848;PhosphoSite:28423359;ProtMapper:15833848;ProtMapper:19379710;ProtMapper:19923321;ProtMapper:22595609;ProtMapper:24168186;ProtMapper:24556840;ProtMapper:25084828;ProtMapper:25472536;ProtMapper:26004407;SIGNOR:15833848;iPTMnet:15833848;phosphoELM:15833848,16,10,8
Q9Z1A6,O54952,Hdlbp,Brca1,1,1,0,1,1,0,SIGNOR,SIGNOR:33941620,1,1,1
Q99PS2,P21677,Csnk1e,Tcf3,1,1,0,1,1,0,SIGNOR,SIGNOR:11524435,1,1,1
P56719,P19627,Hcrtr2,Gnaz,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P63086,B0BN72,Mapk1,Mcrip1,1,0,1,1,0,1,PhosphoSite_ProtMapper;ProtMapper;SIGNOR;iPTMnet,SIGNOR:25728771;iPTMnet:22028470;iPTMnet:25728771,3,2,3
P26819,P25023,Grk3,Bdkrb2,1,0,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,HPRD-phos:11517230;HPRD:11517230;KEA:11517230;ProtMapper:11517230;SIGNOR:11517230;iPTMnet:11517230,6,1,8
A0A0G2QC38,D3ZE75,Srsf11,Lrp8,1,1,0,1,1,0,SIGNOR,SIGNOR:31269452,1,1,1
B2RZ38,D3ZDU2,Rragd,Rptor,1,1,1,1,1,0,InnateDB;SIGNOR;Wang,InnateDB:18497260;SIGNOR:20006481,2,2,3
O70240,P18266,Axin2,Gsk3b,1,1,0,1,1,0,ACSN;BioGRID;HPRD;NetPath;SIGNOR;Wang,ACSN:15611123;ACSN:22322943;ACSN:22745173;BioGRID:888800000547;HPRD:10966653;HPRD:9566905;NetPath:9554852;SIGNOR:10911903,8,8,6
P0C0A9,D3ZWK4,Svip,L3mbtl1,1,0,1,1,0,1,SIGNOR,SIGNOR:29018219,1,1,1
D4ACK0,P59215,Gpr84,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q8K5E0,P59215,Lpar3,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q9WUI9,P06536,Ncoa2,Nr3c1,1,1,0,1,1,0,HPRD;Lit-BM-17;SIGNOR;Wang,HPRD:12151000;Lit-BM-17:11266503;Lit-BM-17:12151000;Lit-BM-17:9590696;Lit-BM-17:9920895;SIGNOR:29170386,6,5,4
Q63538,Q10758,Mapk12,Krt8,1,1,0,1,1,0,ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,ProtMapper:11788583;SIGNOR:11788583;iPTMnet:11788583,3,1,3
P21708,P37090,Mapk3,Scnn1b,1,0,1,1,0,1,ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,ProtMapper:11805112;SIGNOR:11805112;iPTMnet:11805112,3,1,3
D3Z902,Q6AYU4,Fbxw7,Egln2,1,0,1,1,0,1,SIGNOR,SIGNOR:28036276,1,1,1
D3ZBN3,P97605,Epha2,Efna5,1,0,0,0,0,0,Baccin2019;CellCall;DIP;HPRD;IntAct;PhosphoPoint;Ramilowski2015_Baccin2019,Baccin2019:9330863;DIP:20228801;DIP:20505120;HPRD:9245480;IntAct:20228801;IntAct:20505120,6,4,6
P97605,D3ZBN3,Efna5,Epha2,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;Cellinker:9245480;Cellinker:9330863;DIP:20228801;DIP:20505120;HPRD:9245480;ICELLNET:15114347;ICELLNET:24003208;IntAct:20228801;IntAct:20505120;LRdb:11114742;ProtMapper:22570727;SIGNOR:9330863;connectomeDB2020:9245480;connectomeDB2020:9330863,17,8,19
P54645,Q62857,Prkaa1,Ddit3,1,0,1,1,0,1,PhosphoSite_ProtMapper;ProtMapper;SIGNOR;Sparser_ProtMapper,ProtMapper:27650555;SIGNOR:27650555,2,1,2
Q62844,P51882,Fyn,Cd5,1,1,0,1,1,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:11298344;HPRD-phos:15144186;HPRD:11298344;HPRD:15144186;KEA:11298344;KEA:12522270;KEA:15144186;KEA:15659558;PhosphoSite:11298344;PhosphoSite:11751967;PhosphoSite:26363459;ProtMapper:11298344;SIGNOR:11298344;iPTMnet:11298344;iPTMnet:15144186,15,6,10
P97711,P25023,Grk6,Bdkrb2,1,0,1,1,0,1,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,HPRD-phos:11517230;HPRD:11517230;KEA:11517230;ProtMapper:11517230;SIGNOR:11517230;dbPTM:11517230;iPTMnet:11517230,7,1,9
A0A0G2KBB9,P54282,Ank2,Cacna1a,1,1,0,1,1,0,SIGNOR,SIGNOR:24394417,1,1,1
P54645,Q8VIP2,Prkaa1,Mlxipl,1,0,1,1,0,1,ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,ProtMapper:11724780;SIGNOR:11724780;SIGNOR:21892142,3,2,3
P68403,B2RYB8,Prkcb,Itgb2,1,0,0,0,0,0,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD:11700305;KEA:11700305;KEA:12682249;PhosphoSite:23001012;ProtMapper:11700305;SIGNOR:11700305;iPTMnet:11700305;phosphoELM:11700305,8,3,9
P63331,P36506,Ppp2ca,Map2k2,1,0,1,1,0,1,ACSN;SIGNOR;Wang,ACSN:10995457;ACSN:16680151;ACSN:18039929;ACSN:18042541;ACSN:18588945;SIGNOR:20626350,6,6,3
P49684,P63095,Uts2r,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P49684,Q792G6,Uts2r,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q02293,P97538,Fntb,Mras,1,1,0,1,1,0,SIGNOR,SIGNOR:24294527,1,1,1
P31424,P63095,Grm5,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:20055706,1,1,1
P31424,Q792G6,Grm5,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:20055706,1,1,1
Q9ESQ4,A0A8J8XRQ3,Nmur2,Gna14,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q9ESQ4,Q5EAP4,Nmur2,Gna14,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q9EQD2,P59215,Npffr2,Gnao1,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P63086,P13668,Mapk1,Stmn1,1,1,1,1,0,1,HPRD_MIMP;MIMP;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,ProtMapper:20630875;ProtMapper:26881937;SIGNOR:20630875;iPTMnet:20630875;iPTMnet:22028470,5,3,5
O54838,P70618,Dusp5,Mapk14,1,0,1,1,0,1,SIGNOR;Wang,SIGNOR:20626350,1,1,2
F1LP13,O35346,Ptprg,Ptk2,1,1,1,1,1,1,ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:25624455;SIGNOR:25624455,2,1,2
Q62844,Q8K1Q0,Fyn,Nmt1,1,0,0,0,0,0,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD-phos:11594778;HPRD:11423543;HPRD:11594778;KEA:11594778;PhosphoSite:11594778;ProtMapper:11594778;SIGNOR:11594778;iPTMnet:11594778;phosphoELM:11594778,9,2,10
Q8K3T4,P63095,Ffar1,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q8K3T4,Q792G6,Ffar1,Gnas,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
Q9WUD9,F1LP44,Src,Itgal,1,1,1,1,0,1,SIGNOR,SIGNOR:25624455,1,1,1
Q9R011,P17325,Plk3,Jun,1,1,0,1,1,0,HPRD_MIMP;InnateDB;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,InnateDB:17804415;ProtMapper:17804415;ProtMapper:18650425;SIGNOR:17804415;SIGNOR:18650425;dbPTM:15302935;dbPTM:17804415;dbPTM:18650425;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;iPTMnet:17804415;iPTMnet:18650425;iPTMnet:21296815,14,7,6
P49186,O88498,Mapk9,Bcl2l11,1,1,1,1,1,0,ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:12591950;HPRD-phos:12818176;HPRD-phos:18691976;HPRD:12818176;KEA:12591950;KEA:12818176;KEA:14555991;KEA:15486195;ProtMapper:12818176;ProtMapper:15470142;SIGNOR:12818176;SIGNOR:18174237;iPTMnet:12591950;iPTMnet:12818176;iPTMnet:18691976;phosphoELM:12591950,16,7,11
P08483,P82471,Chrm3,Gnaq,1,1,0,1,1,0,HPRD;KEGG-MEDICUS;SIGNOR;Wang,HPRD:7629074;SIGNOR:31160049,2,2,4
Q03114,O35346,Cdk5,Ptk2,1,1,0,1,1,0,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,PhosphoSite:11160818;PhosphoSite:17096371;PhosphoSite:20519501;PhosphoSite:25525271;PhosphoSite:33981002;PhosphoSite:33999101;ProtMapper:12941275;ProtMapper:14712065;ProtMapper:17185424;ProtMapper:21378178;ProtMapper:21825040;ProtMapper:23294285;ProtMapper:24091658;ProtMapper:24121667;ProtMapper:28361970;SIGNOR:12941275;iPTMnet:12941275,17,15,6
Q62630,Q6TMG5,Egln3,Ikbkg,1,0,1,1,0,1,SIGNOR,SIGNOR:23732909,1,1,1
B1WCA0,P70618,Ppm1d,Mapk14,1,0,1,1,0,1,DEPOD;KEA;Kinexus_KEA;SIGNOR,DEPOD:11101524;KEA:12758252;KEA:15659558;SIGNOR:11101524;SIGNOR:19713933,5,4,3
Q91ZN7,D4A3H8,Chek1,Nek11,1,1,0,1,1,0,MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet,ProtMapper:19734889;ProtMapper:22655267;SIGNOR:19734889;dbPTM:19734889;dbPTM:20090422;iPTMnet:19734889,6,3,5
P08911,P19627,Chrm5,Gnaz,1,1,0,1,1,0,SIGNOR,SIGNOR:31160049,1,1,1
P97573,B5DF45,Inpp5d,Traf6,1,0,1,1,0,1,InnateDB;SIGNOR,InnateDB:24817116;SIGNOR:24817116,2,1,2
Q01621,P31042,Lck,Cd28,1,1,0,1,1,0,HPRD;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,HPRD:10430626;KEA:16094384;KEA:8992971;ProtMapper:22936936;ProtMapper:27460989;ProtMapper:7568038;ProtMapper:8992971;SIGNOR:22936936;SIGNOR:8992971;iPTMnet:22936936;iPTMnet:7568038;iPTMnet:8992971;phosphoELM:8992971,13,6,9
P49185,P13668,Mapk8,Stmn1,1,0,1,1,0,1,HPRD_MIMP;MIMP;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,ProtMapper:20630875;ProtMapper:30087586;SIGNOR:20630875;iPTMnet:20630875,4,2,4
Q9ESE2,F1M8Z6,Tnfsf11,Tnfrsf11a,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:11581298;Baccin2019:9367155;CellTalkDB:11581298;Cellinker:11581298;Cellinker:9367155;HPMR:11581298;HPMR:15110169;HPRD:9367155;ICELLNET:11239407;IntAct:23333834;LRdb:11581298;LRdb:94;NetPath:14741739;NetPath:20483727;NetPath:9520411;SIGNOR:12897775;connectomeDB2020:11581298;connectomeDB2020:9367155,18,10,21
P19139,P08082,Csnk2a1,Cltb,1,0,0,0,0,0,HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,HPRD:3128543;KEA:2874131;KEA:3128543;ProtMapper:3128543;SIGNOR:3128543;iPTMnet:2874131;iPTMnet:3128543,7,2,7
P68403,P28826,Prkcb,Mep1b,1,0,1,1,0,1,HPRD_MIMP;MIMP;PhosphoSite_MIMP;SIGNOR;phosphoELM_MIMP,SIGNOR:12941954,1,1,2
Q63644,P49185,Rock1,Mapk8,1,1,0,1,1,0,SIGNOR,SIGNOR:15068801,1,1,1
P68403,P62632,Prkcb,Eef1a2,1,1,0,1,1,0,SIGNOR;iPTMnet,SIGNOR:20923971;iPTMnet:20923971,2,1,2
P35351,P82471,Agtr2,Gnaq,1,1,0,1,1,0,SIGNOR,SIGNOR:11313903,1,1,1
Q04970,Q9Z1L0,Nras,Pik3cb,1,1,0,1,1,0,KEGG-MEDICUS;SIGNOR;Wang,SIGNOR:21779497,1,1,3
F1LVZ9,Q9Z2Q7,Hectd3,Stx8,1,0,1,1,0,1,SIGNOR,SIGNOR:18821010,1,1,1
